COUNTY,ROUTE,SEGMENT,DATA_YEAR,TOTAL_CRASH,FATAL,FATAL_MAJ,INJURY,FATAL_INJ,PDO,LENGTH_MI_YR,LENGTH_FT_YR,AADT,BEG_MP,END_MP,TravelWayWidth,LANES,SPEED,LeftShldPave,RtshldPave,COUNTY_NAME,RHR,PASS_ZONE,CL_RS,SH_RS,ACCESS_PTS,NO_INTS,NO_CURVES,AVG_D,AccessDensity
3,28,310,2009,2,0,1,1,1,1,0.372537879,1967,7222,13.41079545,13.78333333,22,2,55,3,3,ARMSTRONG     ,5,0,1,0,6,1,1,6.585892435,16.10574479
3,28,310,2010,1,0,0,1,1,0,0.372537879,1967,7222,13.41079545,13.78333333,22,2,55,3,3,ARMSTRONG     ,5,0,1,0,6,1,1,6.585892435,16.10574479
3,28,310,2011,0,0,0,0,0,0,0.372537879,1967,7222,13.41079545,13.78333333,22,2,55,3,3,ARMSTRONG     ,5,0,1,0,6,1,1,6.585892435,16.10574479
3,28,310,2012,1,0,0,0,0,1,0.372537879,1967,7222,13.41079545,13.78333333,22,2,55,3,3,ARMSTRONG     ,5,0,1,0,6,1,1,6.585892435,16.10574479
3,28,320,2005,2,0,0,0,0,2,0.525568182,2775,6732,13.78333333,14.30890152,22,2,55,2,2,ARMSTRONG     ,4,0,1,0,9,0,2,6.513319894,17.12432432
3,28,320,2006,2,0,1,2,2,0,0.525568182,2775,6833,13.78333333,14.30890152,22,2,55,2,2,ARMSTRONG     ,4,0,1,0,9,0,2,6.513319894,17.12432432
3,28,320,2007,2,0,0,0,0,2,0.525568182,2775,6892,13.78333333,14.30890152,22,2,55,2,2,ARMSTRONG     ,4,0,1,0,9,0,2,6.513319894,17.12432432
3,28,320,2008,1,0,0,0,0,1,0.525568182,2775,5789,13.78333333,14.30890152,22,2,55,2,2,ARMSTRONG     ,4,0,1,0,9,0,2,6.513319894,17.12432432
3,28,320,2009,3,0,0,1,1,2,0.525568182,2775,5789,13.78333333,14.30890152,22,2,55,2,2,ARMSTRONG     ,4,0,1,0,9,0,2,6.513319894,17.12432432
3,28,320,2010,4,0,0,3,3,1,0.525568182,2775,5789,13.78333333,14.30890152,22,2,55,2,2,ARMSTRONG     ,4,0,1,0,9,0,2,6.513319894,17.12432432
3,28,320,2011,3,0,1,2,2,1,0.525568182,2775,5789,13.78333333,14.30890152,22,2,55,2,2,ARMSTRONG     ,4,0,1,0,9,0,2,6.513319894,17.12432432
3,28,320,2012,2,0,0,2,2,0,0.525568182,2775,5789,13.78333333,14.30890152,22,2,55,2,2,ARMSTRONG     ,4,0,1,0,9,0,2,6.513319894,17.12432432
3,28,330,2005,2,0,0,1,1,1,0.320075758,1690,6732,14.30890152,14.62897727,22,2,55,2,2,ARMSTRONG     ,5,0,1,0,13,0,1,3.287706451,40.61538462
3,28,330,2006,0,0,0,0,0,0,0.320075758,1690,6833,14.30890152,14.62897727,22,2,55,2,2,ARMSTRONG     ,5,0,1,0,13,0,1,3.287706451,40.61538462
3,28,330,2007,0,0,0,0,0,0,0.320075758,1690,6892,14.30890152,14.62897727,22,2,55,2,2,ARMSTRONG     ,5,0,1,0,13,0,1,3.287706451,40.61538462
3,28,330,2008,0,0,0,0,0,0,0.320075758,1690,5789,14.30890152,14.62897727,22,2,55,2,2,ARMSTRONG     ,5,0,1,0,13,0,1,3.287706451,40.61538462
